NATIONAL DATA BANK VERSION 8.2 - PUBLIC USE,,,,,,,,06/21/2012,,,,,
SS7 - CHOOSE UP TO 99 VARIABLES - SUBSTATES ASCENDING ,,,,,,,,12:06 PM,,,,,
Jul 2000,,,,,,,,,,,,,
Substate/Region,SNAP All Persons Public Assistance Participation,,SNAP All Persons Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA People,,SNAP All Households Public Assistance Participation,,SNAP All Households Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA Households,,SNAP All Total Actual PA & Non-PA Issuance
0100101 AL EBT AUTAUGA CO FS OFF,1014,,1711,,2725,,291,,773,,1064,,185764
0100301 AL EBT BALDWIN CO FS OFF,1238,,2807,,4045,,410,,1122,,1532,,249234
0100501 AL EBT BARBOUR CO FS OFF,1563,,2712,,4275,,442,,1197,,1639,,292416
0100701 AL EBT BIBB CO FS OFF,616,,1015,,1631,,169,,453,,622,,107270
0100901 AL EBT BLOUNT CO FS OFF,1005,,1354,,2359,,321,,647,,968,,163432
0101101 AL EBT BULLOCK CO FS OFF,904,,1153,,2057,,238,,518,,756,,138027
0101301 AL EBT BUTLER CO FSO,1100,,2199,,3299,,308,,991,,1299,,224028
0101501 AL EBT CALHOUN CO FS OFF,3636,,6375,,10011,,1078,,2882,,3960,,748712
0101701 AL EBT CHAMBERS CO FS OFF,1140,,2248,,3388,,352,,1000,,1352,,242501
0101901 AL EBT CHEROKEE CO FS OFFICE,694,,1302,,1996,,227,,568,,795,,144721
0102101 AL EBT CHILTON CO FS OFF,1028,,2414,,3442,,323,,1030,,1353,,244399
0102301 AL EBT CHOCTAW CO FS OFF,800,,1292,,2092,,223,,634,,857,,149119
0102502 AL EBT CLARKE CO FS OFF.,1524,,3331,,4855,,715,,1263,,1978,,332076
0102701 AL EBT CLAY CO FS OFF,340,,495,,835,,112,,240,,352,,46889
0102901 AL EBT CLEBURNE CO FS OFF,345,,601,,946,,115,,282,,397,,60069
0103101 AL EBT COFFEE CO FS OFF,1099,,2300,,3399,,327,,957,,1284,,222449
0103301 AL EBT COLBERT CO FS OFF,1231,,2867,,4098,,410,,1283,,1693,,296195
0103501 AL EBT CONECUH CO FS OFF,1307,,1660,,2967,,374,,865,,1239,,216028
0103701 AL EBT COOSA CO FSO,379,,432,,811,,110,,231,,341,,47096
0103901 AL EBT COVINGTON CO FS OFF,1452,,3052,,4504,,496,,1401,,1897,,314468
0104101 AL EBT CRENSHAW CO FSO,606,,836,,1442,,200,,427,,627,,99146
0104301 AL EBT CULLMAN CO FS OFF,1385,,2233,,3618,,498,,1085,,1583,,237937
0104501 AL EBT DALE CO FS OFF,1763,,3722,,5485,,536,,1625,,2161,,391370
0104701 AL EBT DALLAS CO FS OFF,4491,,6970,,11461,,1107,,3268,,4375,,837223
0104901 AL EBT DEKALB CO FS OFF,1620,,2110,,3730,,568,,1020,,1588,,254255
0105101 AL EBT ELMORE CO FS OFF,1168,,2803,,3971,,324,,1066,,1390,,272599
0105301 AL EBT ESCAMBIA CO FS OFF,1063,,3180,,4243,,353,,1322,,1675,,317275
0105501 AL EBT ETOWQH CO FS OFF,2873,,5683,,8556,,960,,2612,,3572,,605692
0105701 AL EBT FAYETTE CO FS OFF,917,,1121,,2038,,330,,600,,930,,143822
0105901 AL EBT FRANKLIN CO FS OFF,1048,,1680,,2728,,352,,812,,1164,,179957
0106101 AL EBT GENEVA CO FS OFF,921,,1594,,2515,,316,,700,,1016,,175142
0106301 AL EBT GREENE CO FS OFF,847,,1607,,2454,,262,,716,,978,,166997
0106501 AL EBT HALE CO FS OFF,817,,1796,,2613,,236,,704,,940,,175083
0106701 AL EBT HENRY CO FS OFF,833,,1146,,1979,,284,,616,,900,,135822
0106901 AL EBT HOUSTON CO FS OFF,2821,,6093,,8914,,887,,2662,,3549,,628793
0107101 AL EBT JACKSON CO FS OFF,1388,,2463,,3851,,469,,1188,,1657,,268533
0107301 AL EBT JEFFERSON CO FS OFF,20025,,27924,,47949,,5749,,13191,,18940,,3596504
0107501 AL EBT LAMAR CO FS OFF,636,,955,,1591,,234,,497,,731,,105917
0107701 AL EBT LAUDERDALE CO FS OFF,1848,,3811,,5659,,576,,1738,,2314,,402205
0107901 AL EBT LAWRENCE CO FS OFF,993,,1758,,2751,,310,,774,,1084,,186432
0108101 AL EBT LEE CO FOOD STAMP OFF,1904,,3414,,5318,,606,,1467,,2073,,374197
