NATIONAL DATA BANK VERSION 8.2 - PUBLIC USE,,,,,,,,06/21/2012,,,,,
SS7 - CHOOSE UP TO 99 VARIABLES - SUBSTATES ASCENDING ,,,,,,,,12:04 PM,,,,,
Jul 2001,,,,,,,,,,,,,
Substate/Region,SNAP All Persons Public Assistance Participation,,SNAP All Persons Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA People,,SNAP All Households Public Assistance Participation,,SNAP All Households Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA Households,,SNAP All Total Actual PA & Non-PA Issuance
0100101 AL EBT AUTAUGA CO FS OFF,1109,,1785,,2894,,322,,817,,1139,,203722
0100301 AL EBT BALDWIN CO FS OFF,1201,,2737,,3938,,381,,1115,,1496,,258725
0100501 AL EBT BARBOUR CO FS OFF,1425,,2997,,4422,,406,,1271,,1677,,314502
0100701 AL EBT BIBB CO FS OFF,563,,1120,,1683,,159,,477,,636,,113018
0100901 AL EBT BLOUNT CO FS OFF,931,,1584,,2515,,297,,694,,991,,180754
0101101 AL EBT BULLOCK CO FS OFF,870,,1253,,2123,,234,,539,,773,,145465
0101301 AL EBT BUTLER CO FSO,1047,,2158,,3205,,294,,987,,1281,,223154
0101501 AL EBT CALHOUN CO FS OFF,3366,,7461,,10827,,972,,3273,,4245,,835657
0101701 AL EBT CHAMBERS CO FS OFF,1200,,2569,,3769,,360,,1111,,1471,,278918
0101901 AL EBT CHEROKEE CO FS OFFICE,750,,1672,,2422,,236,,707,,943,,180819
0102101 AL EBT CHILTON CO FS OFF,1039,,2578,,3617,,310,,1106,,1416,,269815
0102301 AL EBT CHOCTAW CO FS OFF,738,,1486,,2224,,217,,681,,898,,160791
0102502 AL EBT CLARKE CO FS OFF.,1373,,3595,,4968,,667,,1353,,2020,,345083
0102701 AL EBT CLAY CO FS OFF,339,,554,,893,,114,,248,,362,,50637
0102901 AL EBT CLEBURNE CO FS OFF,374,,759,,1133,,118,,335,,453,,74508
0103101 AL EBT COFFEE CO FS OFF,1056,,2519,,3575,,313,,1045,,1358,,242191
0103301 AL EBT COLBERT CO FS OFF,1240,,3452,,4692,,404,,1492,,1896,,346572
0103501 AL EBT CONECUH CO FS OFF,1152,,1730,,2882,,334,,870,,1204,,211070
0103701 AL EBT COOSA CO FSO,343,,537,,880,,105,,247,,352,,56451
0103901 AL EBT COVINGTON CO FS OFF,1541,,3240,,4781,,497,,1513,,2010,,341909
0104101 AL EBT CRENSHAW CO FSO,567,,1048,,1615,,188,,498,,686,,113147
0104301 AL EBT CULLMAN CO FS OFF,1408,,2431,,3839,,483,,1174,,1657,,263207
0104501 AL EBT DALE CO FS OFF,1619,,4472,,6091,,473,,1862,,2335,,451917
0104701 AL EBT DALLAS CO FS OFF,4338,,7332,,11670,,1080,,3348,,4428,,874321
0104901 AL EBT DEKALB CO FS OFF,1595,,2644,,4239,,517,,1233,,1750,,307050
0105101 AL EBT ELMORE CO FS OFF,1201,,3332,,4533,,309,,1250,,1559,,318806
0105301 AL EBT ESCAMBIA CO FS OFF,1123,,3868,,4991,,361,,1570,,1931,,379917
0105501 AL EBT ETOWQH CO FS OFF,2835,,5777,,8612,,935,,2664,,3599,,620184
0105701 AL EBT FAYETTE CO FS OFF,965,,1350,,2315,,326,,700,,1026,,169659
0105901 AL EBT FRANKLIN CO FS OFF,1026,,2034,,3060,,345,,948,,1293,,208099
0106101 AL EBT GENEVA CO FS OFF,954,,1940,,2894,,308,,841,,1149,,211961
0106301 AL EBT GREENE CO FS OFF,824,,1510,,2334,,243,,668,,911,,158702
0106501 AL EBT HALE CO FS OFF,790,,1649,,2439,,223,,644,,867,,163958
0106701 AL EBT HENRY CO FS OFF,867,,1286,,2153,,276,,675,,951,,147802
0106901 AL EBT HOUSTON CO FS OFF,2870,,6188,,9058,,860,,2717,,3577,,669284
0107101 AL EBT JACKSON CO FS OFF,1376,,3161,,4537,,464,,1418,,1882,,330064
0107301 AL EBT JEFFERSON CO FS OFF,20896,,29618,,50514,,6011,,14006,,20017,,3862821
0107501 AL EBT LAMAR CO FS OFF,602,,1093,,1695,,220,,535,,755,,115862
0107701 AL EBT LAUDERDALE CO FS OFF,1769,,4552,,6321,,550,,1988,,2538,,461879
0107901 AL EBT LAWRENCE CO FS OFF,984,,2051,,3035,,306,,892,,1198,,214351
0108101 AL EBT LEE CO FOOD STAMP OFF,1954,,4118,,6072,,614,,1750,,2364,,431164
0108302 AL EBT LIMESTONE CO. FS OFF,1125,,3070,,4195,,721,,1131,,1852,,282663
0108501 AL EBT LOWNDES CO FS OFF,1181,,2075,,3256,,303,,920,,1223,,228165
0108701 AL EBT MACON CO FS OFF,1738,,4161,,5899,,497,,1963,,2460,,471280
0108902 AL EBT MADISON CO. FS OFF,3803,,9148,,12951,,1935,,3461,,5396,,953938
0109101 AL EBT MARENGO CO FS OFC,1390,,2278,,3668,,377,,1024,,1401,,237508
0109301 AL EBT MARION CO FS OFF,1088,,2307,,3395,,364,,1078,,1442,,239120
0109501 AL EBT MARSHALL CO FS OFF,1944,,4647,,6591,,647,,1999,,2646,,484598
0109701 AL EBT MOBILE CO FS OFF,15457,,37191,,52648,,4436,,15029,,19465,,4175865
0109901 AL EBT MONROE CO FS OFF,946,,2741,,3687,,257,,1091,,1348,,278555
0110101 AL EBT MONTGOMERY CO FS OFF,10078,,20370,,30448,,2592,,8489,,11081,,2392122
0110301 AL EBT MORGAN CO FS OFF,1635,,3916,,5551,,539,,1622,,2161,,412471
0110501 AL EBT PERRY CO FS OFF,1393,,2804,,4197,,384,,1267,,1651,,304495
0110701 AL EBT PICKENS CO FS OFF,1185,,1842,,3027,,318,,848,,1166,,216098
0110901 AL EBT PIKE CO FOOD STAMP OFC,1755,,3377,,5132,,533,,1598,,2131,,374402
0111101 AL EBT RANDOLPH CO FSO,821,,1452,,2273,,229,,649,,878,,156285
0111301 AL EBT RUSSELL CO FS OFF,1866,,4064,,5930,,557,,1657,,2214,,450844
0111501 AL EBT ST CLAIR CO FS OFF,1424,,3441,,4865,,412,,1429,,1841,,352228
0111701 AL EBT SHELBY CO FS OFF,1049,,2431,,3480,,335,,1033,,1368,,259897
0111901 AL EBT SUMTER CO FS OFF,1700,,2129,,3829,,458,,1105,,1563,,283443
0112101 AL EBT TALLADEGA CO FS OFF,3206,,5382,,8588,,953,,2564,,3517,,615238
0112301 AL EBT TALLAPOOSA CO FS OFF,1261,,2770,,4031,,364,,1239,,1603,,279192
0112501 AL EBT TUSCALOOSA CO FS OFF,4510,,9253,,13763,,1334,,4076,,5410,,1008250
0112701 AL EBT WALKER CO FS OFF,1583,,3340,,4923,,452,,1476,,1928,,380175
0112901 AL EBT WASHINGTON CO F S OFC,785,,1555,,2340,,227,,704,,931,,172533
0113101 AL EBT WILCOX CO FS OFF,2117,,2567,,4684,,541,,1322,,1863,,341454
0113301 AL EBT WINSTON CO FS OFF,678,,1574,,2252,,216,,659,,875,,152880
0211005 AK EBT ALASKA,13440,,26661,,40101,,5004,,8597,,13601,,4031791
0211005 AK FSP ALASKA,15,,,,15,,6,,,,6,,1545
0400101 AZ EBT APACHE,8626,,11044,,19670,,1974,,3314,,5288,,1494559
0400301 AZ EBT COCHISE,3225,,7805,,11030,,1045,,3346,,4391,,843576
0400501 AZ EBT COCONINO,3682,,6188,,9870,,952,,2106,,3058,,770434
0400701 AZ EBT GILA,2578,,3677,,6255,,688,,1579,,2267,,503225
0400901 AZ EBT GRAHAM,1231,,2980,,4211,,357,,1142,,1499,,310164
