NATIONAL DATA BANK VERSION 8.2 - PUBLIC USE,,,,,,,,06/21/2012,,,,,
SS7 - CHOOSE UP TO 99 VARIABLES - SUBSTATES ASCENDING ,,,,,,,,11:59 AM,,,,,
Jan 2003,,,,,,,,,,,,,
Substate/Region,SNAP All Persons Public Assistance Participation,,SNAP All Persons Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA People,,SNAP All Households Public Assistance Participation,,SNAP All Households Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA Households,,SNAP All Total Actual PA & Non-PA Issuance
0100101 AL EBT AUTAUGA CO FS OFF,1213,,2274,,3487,,331,,997,,1328,,275016
0100301 AL EBT BALDWIN CO FS OFF,1334,,4069,,5403,,407,,1553,,1960,,396923
0100501 AL EBT BARBOUR CO FS OFF,1369,,3464,,4833,,353,,1462,,1815,,381086
0100701 AL EBT BIBB CO FS OFF,579,,1427,,2006,,164,,604,,768,,145269
0100901 AL EBT BLOUNT CO FS OFF,1020,,2201,,3221,,302,,915,,1217,,259693
0101101 AL EBT BULLOCK CO FS OFF,845,,1299,,2144,,220,,578,,798,,154828
0101301 AL EBT BUTLER CO FSO,951,,2426,,3377,,272,,1059,,1331,,250586
0101501 AL EBT CALHOUN CO FS OFF,3573,,8749,,12322,,1006,,3874,,4880,,1058800
0101701 AL EBT CHAMBERS CO FS OFF,1457,,3232,,4689,,418,,1393,,1811,,380683
0101901 AL EBT CHEROKEE CO FS OFFICE,759,,1943,,2702,,229,,824,,1053,,224048
0102101 AL EBT CHILTON CO FS OFF,1205,,3228,,4433,,337,,1338,,1675,,348683
0102301 AL EBT CHOCTAW CO FS OFF,711,,1754,,2465,,204,,775,,979,,198377
0102502 AL EBT CLARKE CO FS OFF.,1290,,3614,,4904,,655,,1367,,2022,,364104
0102701 AL EBT CLAY CO FS OFF,330,,533,,863,,105,,247,,352,,55984
0102901 AL EBT CLEBURNE CO FS OFF,412,,892,,1304,,116,,394,,510,,99335
0103101 AL EBT COFFEE CO FS OFF,1094,,2554,,3648,,321,,1078,,1399,,273632
0103301 AL EBT COLBERT CO FS OFF,1294,,4240,,5534,,401,,1804,,2205,,443839
0103501 AL EBT CONECUH CO FS OFF,954,,1994,,2948,,298,,948,,1246,,241750
0103701 AL EBT COOSA CO FSO,382,,672,,1054,,108,,318,,426,,77747
0103901 AL EBT COVINGTON CO FS OFF,1654,,3629,,5283,,530,,1739,,2269,,419630
0104101 AL EBT CRENSHAW CO FSO,578,,1166,,1744,,184,,547,,731,,135230
0104301 AL EBT CULLMAN CO FS OFF,1347,,3424,,4771,,455,,1479,,1934,,368705
0104501 AL EBT DALE CO FS OFF,1706,,4700,,6406,,473,,2019,,2492,,519964
0104701 AL EBT DALLAS CO FS OFF,4652,,7820,,12472,,1122,,3646,,4768,,1009115
0104901 AL EBT DEKALB CO FS OFF,1631,,3568,,5199,,499,,1542,,2041,,414109
0105101 AL EBT ELMORE CO FS OFF,1544,,4048,,5592,,400,,1559,,1959,,440391
0105301 AL EBT ESCAMBIA CO FS OFF,1324,,4157,,5481,,411,,1746,,2157,,472488
0105501 AL EBT ETOWQH CO FS OFF,2713,,6526,,9239,,891,,2855,,3746,,717277
0105701 AL EBT FAYETTE CO FS OFF,983,,1565,,2548,,326,,803,,1129,,199230
0105901 AL EBT FRANKLIN CO FS OFF,1087,,2668,,3755,,351,,1205,,1556,,296025
0106101 AL EBT GENEVA CO FS OFF,959,,2061,,3020,,315,,883,,1198,,240903
0106301 AL EBT GREENE CO FS OFF,844,,1693,,2537,,234,,742,,976,,195824
0106501 AL EBT HALE CO FS OFF,783,,1940,,2723,,187,,763,,950,,200525
0106701 AL EBT HENRY CO FS OFF,736,,1514,,2250,,237,,729,,966,,169800
0106901 AL EBT HOUSTON CO FS OFF,2764,,7330,,10094,,828,,3110,,3938,,793639
0107101 AL EBT JACKSON CO FS OFF,1430,,3823,,5253,,479,,1641,,2120,,412043
0107301 AL EBT JEFFERSON CO FS OFF,20711,,37306,,58017,,5906,,17412,,23318,,4840844
0107501 AL EBT LAMAR CO FS OFF,610,,1230,,1840,,220,,601,,821,,138412
0107701 AL EBT LAUDERDALE CO FS OFF,1873,,5796,,7669,,589,,2532,,3121,,617532
0107901 AL EBT LAWRENCE CO FS OFF,1005,,2380,,3385,,313,,1011,,1324,,259605
0108101 AL EBT LEE CO FOOD STAMP OFF,1928,,5176,,7104,,571,,2165,,2736,,559258
0108302 AL EBT LIMESTONE CO. FS OFF,1218,,3511,,4729,,752,,1292,,2044,,368511
0108501 AL EBT LOWNDES CO FS OFF,1129,,2216,,3345,,275,,1038,,1313,,260496
0108701 AL EBT MACON CO FS OFF,1770,,4197,,5967,,501,,2112,,2613,,521445
0108902 AL EBT MADISON CO. FS OFF,4139,,10775,,14914,,2078,,4001,,6079,,1207894
0109101 AL EBT MARENGO CO FS OFC,1408,,2318,,3726,,392,,1060,,1452,,258764
0109301 AL EBT MARION CO FS OFF,1063,,2642,,3705,,357,,1230,,1587,,285386
0109501 AL EBT MARSHALL CO FS OFF,2220,,5763,,7983,,696,,2447,,3143,,657965
0109701 AL EBT MOBILE CO FS OFF,16292,,42760,,59052,,4612,,17432,,22044,,5109905
0109901 AL EBT MONROE CO FS OFF,966,,2334,,3300,,260,,959,,1219,,272671
0110101 AL EBT MONTGOMERY CO FS OFF,11071,,22879,,33950,,2815,,9802,,12617,,2909337
0110301 AL EBT MORGAN CO FS OFF,1743,,5066,,6809,,553,,2070,,2623,,562123
0110501 AL EBT PERRY CO FS OFF,1395,,2813,,4208,,373,,1308,,1681,,332135
0110701 AL EBT PICKENS CO FS OFF,1003,,2046,,3049,,288,,911,,1199,,228934
0110901 AL EBT PIKE CO FOOD STAMP OFC,1653,,3691,,5344,,504,,1709,,2213,,436634
0111101 AL EBT RANDOLPH CO FSO,833,,1820,,2653,,229,,788,,1017,,206400
0111301 AL EBT RUSSELL CO FS OFF,1850,,5526,,7376,,539,,2202,,2741,,623963
0111501 AL EBT ST CLAIR CO FS OFF,1488,,4121,,5609,,419,,1691,,2110,,450265
0111701 AL EBT SHELBY CO FS OFF,1181,,3204,,4385,,352,,1370,,1722,,363663
0111901 AL EBT SUMTER CO FS OFF,1607,,2196,,3803,,418,,1165,,1583,,305046
0112101 AL EBT TALLADEGA CO FS OFF,3243,,6407,,9650,,967,,2978,,3945,,767269
0112301 AL EBT TALLAPOOSA CO FS OFF,1270,,3316,,4586,,364,,1448,,1812,,375230
0112501 AL EBT TUSCALOOSA CO FS OFF,4217,,10860,,15077,,1250,,4742,,5992,,1218190
0112701 AL EBT WALKER CO FS OFF,1694,,4279,,5973,,474,,1840,,2314,,505223
0112901 AL EBT WASHINGTON CO F S OFC,807,,1743,,2550,,226,,788,,1014,,204451
0113101 AL EBT WILCOX CO FS OFF,1887,,2949,,4836,,479,,1472,,1951,,384297
0113301 AL EBT WINSTON CO FS OFF,705,,1914,,2619,,208,,804,,1012,,200731
0211005 AK EBT ALASKA,16822,,32238,,49060,,5807,,11460,,17267,,5353336
0211005 AK FSP ALASKA,6,,,,6,,1,,,,1,,697
0400101 AZ EBT APACHE,6068,,15132,,21200,,1451,,4721,,6172,,1712470
0400301 AZ EBT COCHISE,3861,,9627,,13488,,1317,,4284,,5601,,1145349
0400501 AZ EBT COCONINO,3524,,8787,,12311,,936,,3045,,3981,,1032968
0400701 AZ EBT GILA,2215,,5524,,7739,,701,,2282,,2983,,678454
0400901 AZ EBT GRAHAM,1400,,3492,,4892,,442,,1439,,1881,,401049
0401101 AZ EBT GREENLEE,222,,555,,777,,78,,254,,332,,68201
0401301 AZ EBT MARICOPA,59664,,148781,,208445,,19736,,64205,,83941,,18893523
0401501 AZ EBT MOHAVE,5555,,13851,,19406,,1775,,5776,,7551,,1620594
0401701 AZ EBT NAVAJO,5854,,14576,,20430,,1502,,4888,,6390,,1645833
0401901 AZ EBT PIMA,20952,,52246,,73198,,7151,,23264,,30415,,6473493
0402101 AZ EBT PINAL,6092,,15190,,21282,,1841,,5988,,7829,,1857569
0402301 AZ EBT SANTA CRUZ,1458,,3636,,5094,,430,,1399,,1829,,390330
